review_text,product_category,price,rating
"Good for the price, meets expectations.",Toys,492.58,5
"Good for the price, meets expectations.",Home Appliances,51.79,1
"Could be better, not very durable.",Sports Equipment,138.54,5
"Works as expected, decent value.",Sports Equipment,388.92,3
"Could be better, not very durable.",Electronics,399.03,1
"Terrible quality, not worth the price.",Toys,420.5,5
"Quality is good, but overpriced.",Home Appliances,92.85,1
"Good for the price, meets expectations.",Toys,95.84,4
"Works as expected, decent value.",Home Appliances,54.47,3
"Could be better, not very durable.",Electronics,277.59,3
"Satisfied with the purchase, value for money.",Electronics,283.69,1
"Excellent product, highly recommend!",Electronics,251.03,3
"Works as expected, decent value.",Toys,378.51,5
Fantastic! Will buy again.,Sports Equipment,256.38,1
"Terrible quality, not worth the price.",Electronics,216.56,1
"Excellent product, highly recommend!",Sports Equipment,387.77,4
"Amazing features, very useful.",Electronics,117.0,3
Fantastic! Will buy again.,Home Appliances,238.46,1
"Satisfied with the purchase, value for money.",Home Appliances,257.74,2
"Satisfied with the purchase, value for money.",Sports Equipment,61.62,1
"Could be better, not very durable.",Toys,439.54,5
"Could be better, not very durable.",Office Supplies,373.57,1
"Could be better, not very durable.",Office Supplies,276.82,5
"Terrible quality, not worth the price.",Office Supplies,481.28,5
Fantastic! Will buy again.,Home Appliances,314.82,3
"Good for the price, meets expectations.",Electronics,122.76,5
"Good for the price, meets expectations.",Sports Equipment,446.52,4
"Excellent product, highly recommend!",Sports Equipment,26.75,4
"Excellent product, highly recommend!",Toys,67.64,3
Fantastic! Will buy again.,Electronics,185.45,4
"Very disappointed, it broke after one use.",Electronics,450.0,5
Fantastic! Will buy again.,Sports Equipment,318.18,3
"Excellent product, highly recommend!",Home Appliances,259.84,2
"Works as expected, decent value.",Office Supplies,480.12,4
"Could be better, not very durable.",Electronics,159.07,4
Fantastic! Will buy again.,Electronics,430.85,5
"Works as expected, decent value.",Sports Equipment,338.08,4
"Satisfied with the purchase, value for money.",Electronics,76.66,5
"Could be better, not very durable.",Office Supplies,481.54,1
"Good for the price, meets expectations.",Office Supplies,96.2,1
"Terrible quality, not worth the price.",Home Appliances,297.86,5
"Terrible quality, not worth the price.",Sports Equipment,144.36,5
"Could be better, not very durable.",Office Supplies,390.35,3
"Amazing features, very useful.",Toys,267.21,5
"Good for the price, meets expectations.",Home Appliances,189.69,2
"Terrible quality, not worth the price.",Office Supplies,94.34,5
"Could be better, not very durable.",Home Appliances,253.92,1
"Excellent product, highly recommend!",Office Supplies,214.04,2
"Satisfied with the purchase, value for money.",Electronics,63.11,4
Fantastic! Will buy again.,Toys,337.99,2
"Could be better, not very durable.",Home Appliances,265.66,4
"Works as expected, decent value.",Office Supplies,480.28,5
"Could be better, not very durable.",Sports Equipment,390.17,3
"Good for the price, meets expectations.",Sports Equipment,243.12,1
"Good for the price, meets expectations.",Sports Equipment,335.72,1
Fantastic! Will buy again.,Sports Equipment,284.73,1
"Works as expected, decent value.",Toys,433.23,5
"Good for the price, meets expectations.",Electronics,136.41,5
"Very disappointed, it broke after one use.",Electronics,192.43,5
"Satisfied with the purchase, value for money.",Toys,312.56,1
"Satisfied with the purchase, value for money.",Toys,141.05,3
"Good for the price, meets expectations.",Toys,122.89,3
"Excellent product, highly recommend!",Office Supplies,255.75,2
"Amazing features, very useful.",Electronics,446.86,1
"Terrible quality, not worth the price.",Sports Equipment,413.13,3
"Terrible quality, not worth the price.",Electronics,226.51,4
"Satisfied with the purchase, value for money.",Toys,28.05,2
"Amazing features, very useful.",Home Appliances,121.91,4
"Terrible quality, not worth the price.",Toys,345.93,1
"Satisfied with the purchase, value for money.",Home Appliances,251.95,1
"Works as expected, decent value.",Toys,182.71,3
"Excellent product, highly recommend!",Electronics,219.77,3
"Works as expected, decent value.",Toys,329.3,4
"Very disappointed, it broke after one use.",Office Supplies,383.61,1
"Amazing features, very useful.",Toys,376.62,5
"Works as expected, decent value.",Home Appliances,275.84,2
"Excellent product, highly recommend!",Sports Equipment,239.14,3
"Works as expected, decent value.",Sports Equipment,195.76,4
"Could be better, not very durable.",Electronics,300.05,1
"Terrible quality, not worth the price.",Home Appliances,247.55,2
"Very disappointed, it broke after one use.",Home Appliances,126.98,1
Fantastic! Will buy again.,Toys,457.15,5
"Works as expected, decent value.",Home Appliances,300.8,2
"Terrible quality, not worth the price.",Toys,74.16,3
"Excellent product, highly recommend!",Toys,212.56,4
"Very disappointed, it broke after one use.",Sports Equipment,284.65,1
"Terrible quality, not worth the price.",Home Appliances,419.27,1
"Could be better, not very durable.",Sports Equipment,272.34,5
"Terrible quality, not worth the price.",Toys,464.04,3
"Excellent product, highly recommend!",Sports Equipment,475.95,4
"Quality is good, but overpriced.",Sports Equipment,282.33,1
"Very disappointed, it broke after one use.",Office Supplies,487.67,1
"Satisfied with the purchase, value for money.",Sports Equipment,52.97,3
"Amazing features, very useful.",Electronics,305.9,4
"Works as expected, decent value.",Electronics,372.12,3
"Could be better, not very durable.",Electronics,167.87,2
"Terrible quality, not worth the price.",Sports Equipment,392.06,4
"Good for the price, meets expectations.",Home Appliances,217.69,4
"Amazing features, very useful.",Sports Equipment,416.24,3
Fantastic! Will buy again.,Office Supplies,167.21,4
"Very disappointed, it broke after one use.",Electronics,83.12,5
"Good for the price, meets expectations.",Toys,353.74,4
"Could be better, not very durable.",Sports Equipment,328.08,4
"Good for the price, meets expectations.",Sports Equipment,24.34,2
"Works as expected, decent value.",Office Supplies,210.58,3
"Quality is good, but overpriced.",Office Supplies,350.75,1
"Terrible quality, not worth the price.",Electronics,266.15,1
"Very disappointed, it broke after one use.",Electronics,364.54,5
"Good for the price, meets expectations.",Electronics,406.84,4
"Works as expected, decent value.",Toys,469.23,5
Fantastic! Will buy again.,Home Appliances,479.3,3
"Excellent product, highly recommend!",Sports Equipment,108.9,2
"Satisfied with the purchase, value for money.",Office Supplies,63.82,1
"Satisfied with the purchase, value for money.",Home Appliances,10.84,4
"Terrible quality, not worth the price.",Office Supplies,310.24,2
"Terrible quality, not worth the price.",Home Appliances,193.58,2
"Satisfied with the purchase, value for money.",Electronics,107.77,2
"Quality is good, but overpriced.",Electronics,44.61,5
"Satisfied with the purchase, value for money.",Office Supplies,39.38,5
"Satisfied with the purchase, value for money.",Home Appliances,473.07,1
"Good for the price, meets expectations.",Home Appliances,223.53,2
"Terrible quality, not worth the price.",Sports Equipment,261.72,1
"Very disappointed, it broke after one use.",Home Appliances,114.39,5
"Excellent product, highly recommend!",Toys,411.82,5
"Satisfied with the purchase, value for money.",Home Appliances,174.13,5
"Very disappointed, it broke after one use.",Toys,468.84,1
"Terrible quality, not worth the price.",Sports Equipment,232.69,3
"Satisfied with the purchase, value for money.",Home Appliances,82.11,4
"Works as expected, decent value.",Sports Equipment,116.92,4
"Good for the price, meets expectations.",Home Appliances,271.4,3
"Excellent product, highly recommend!",Office Supplies,125.99,1
"Terrible quality, not worth the price.",Home Appliances,339.61,3
"Satisfied with the purchase, value for money.",Home Appliances,263.72,3
Fantastic! Will buy again.,Office Supplies,213.65,2
"Good for the price, meets expectations.",Office Supplies,331.22,2
"Excellent product, highly recommend!",Home Appliances,398.33,3
Fantastic! Will buy again.,Electronics,417.73,3
"Works as expected, decent value.",Home Appliances,448.47,4
"Works as expected, decent value.",Sports Equipment,482.92,3
"Satisfied with the purchase, value for money.",Office Supplies,22.99,1
"Works as expected, decent value.",Office Supplies,413.9,5
"Terrible quality, not worth the price.",Toys,476.62,5
"Satisfied with the purchase, value for money.",Electronics,417.73,4
"Amazing features, very useful.",Sports Equipment,435.81,1
"Amazing features, very useful.",Toys,240.78,4
"Satisfied with the purchase, value for money.",Sports Equipment,398.5,3
"Terrible quality, not worth the price.",Home Appliances,206.22,3
"Amazing features, very useful.",Sports Equipment,434.02,2
"Good for the price, meets expectations.",Sports Equipment,286.93,1
"Amazing features, very useful.",Electronics,148.82,2
"Amazing features, very useful.",Sports Equipment,283.56,4
"Amazing features, very useful.",Office Supplies,199.42,2
"Amazing features, very useful.",Office Supplies,376.26,4
"Satisfied with the purchase, value for money.",Office Supplies,492.36,2
Fantastic! Will buy again.,Office Supplies,466.85,3
"Works as expected, decent value.",Toys,217.51,3
"Excellent product, highly recommend!",Home Appliances,129.62,5
"Good for the price, meets expectations.",Toys,353.01,2
"Works as expected, decent value.",Electronics,377.78,2
"Could be better, not very durable.",Sports Equipment,160.09,2
"Good for the price, meets expectations.",Electronics,341.71,1
Fantastic! Will buy again.,Office Supplies,110.41,1
"Very disappointed, it broke after one use.",Sports Equipment,422.09,3
"Amazing features, very useful.",Home Appliances,493.17,5
"Works as expected, decent value.",Electronics,68.62,3
"Excellent product, highly recommend!",Electronics,223.99,1
"Terrible quality, not worth the price.",Office Supplies,208.89,1
"Terrible quality, not worth the price.",Home Appliances,204.66,4
"Satisfied with the purchase, value for money.",Home Appliances,247.17,3
"Could be better, not very durable.",Toys,128.46,3
"Excellent product, highly recommend!",Toys,471.02,1
"Very disappointed, it broke after one use.",Sports Equipment,297.24,1
"Could be better, not very durable.",Sports Equipment,451.32,5
"Good for the price, meets expectations.",Home Appliances,438.18,2
"Terrible quality, not worth the price.",Electronics,469.13,1
"Could be better, not very durable.",Home Appliances,333.04,4
"Very disappointed, it broke after one use.",Toys,264.5,3
"Excellent product, highly recommend!",Sports Equipment,234.79,2
"Excellent product, highly recommend!",Electronics,466.18,3
"Good for the price, meets expectations.",Toys,123.22,2
"Works as expected, decent value.",Electronics,452.71,3
"Very disappointed, it broke after one use.",Electronics,425.77,2
"Could be better, not very durable.",Home Appliances,308.74,3
Fantastic! Will buy again.,Sports Equipment,114.33,1
"Could be better, not very durable.",Office Supplies,395.85,2
"Terrible quality, not worth the price.",Home Appliances,58.06,5
"Excellent product, highly recommend!",Toys,312.29,5
"Amazing features, very useful.",Home Appliances,11.63,4
Fantastic! Will buy again.,Office Supplies,424.88,2
"Works as expected, decent value.",Electronics,409.92,5
"Very disappointed, it broke after one use.",Electronics,183.42,5
Fantastic! Will buy again.,Home Appliances,39.28,5
"Good for the price, meets expectations.",Sports Equipment,126.93,5
"Quality is good, but overpriced.",Sports Equipment,206.8,3
"Works as expected, decent value.",Office Supplies,37.13,5
"Terrible quality, not worth the price.",Electronics,185.74,3
"Very disappointed, it broke after one use.",Toys,43.27,5
"Works as expected, decent value.",Toys,205.98,3
"Quality is good, but overpriced.",Electronics,142.52,2
Fantastic! Will buy again.,Electronics,357.34,4
"Excellent product, highly recommend!",Electronics,205.07,5
"Quality is good, but overpriced.",Electronics,303.35,3
"Good for the price, meets expectations.",Sports Equipment,263.81,5
"Quality is good, but overpriced.",Sports Equipment,234.05,5
"Amazing features, very useful.",Office Supplies,218.09,1
"Good for the price, meets expectations.",Toys,127.35,5
"Works as expected, decent value.",Sports Equipment,421.0,4
"Amazing features, very useful.",Sports Equipment,461.73,2
"Works as expected, decent value.",Office Supplies,122.65,4
"Amazing features, very useful.",Toys,200.99,3
"Amazing features, very useful.",Home Appliances,470.81,3
"Good for the price, meets expectations.",Sports Equipment,237.54,5
"Works as expected, decent value.",Sports Equipment,266.13,1
"Satisfied with the purchase, value for money.",Electronics,114.84,4
"Works as expected, decent value.",Office Supplies,152.67,1
"Excellent product, highly recommend!",Toys,69.27,5
"Good for the price, meets expectations.",Electronics,75.79,4
"Could be better, not very durable.",Electronics,96.01,3
"Excellent product, highly recommend!",Office Supplies,449.22,4
"Terrible quality, not worth the price.",Electronics,133.1,5
"Quality is good, but overpriced.",Office Supplies,254.85,2
"Terrible quality, not worth the price.",Sports Equipment,22.94,5
"Satisfied with the purchase, value for money.",Home Appliances,403.02,4
"Satisfied with the purchase, value for money.",Home Appliances,268.24,2
"Excellent product, highly recommend!",Sports Equipment,109.05,4
"Excellent product, highly recommend!",Office Supplies,342.59,2
"Quality is good, but overpriced.",Home Appliances,20.78,2
"Works as expected, decent value.",Toys,215.62,4
"Terrible quality, not worth the price.",Home Appliances,215.29,2
"Quality is good, but overpriced.",Toys,120.71,2
"Could be better, not very durable.",Toys,466.02,5
"Excellent product, highly recommend!",Electronics,481.43,5
"Terrible quality, not worth the price.",Sports Equipment,110.99,5
"Terrible quality, not worth the price.",Home Appliances,264.73,4
"Amazing features, very useful.",Home Appliances,103.86,1
Fantastic! Will buy again.,Office Supplies,374.41,2
"Very disappointed, it broke after one use.",Electronics,274.68,2
"Quality is good, but overpriced.",Toys,242.37,1
Fantastic! Will buy again.,Electronics,122.3,1
"Satisfied with the purchase, value for money.",Home Appliances,339.08,4
"Could be better, not very durable.",Toys,32.67,3
"Very disappointed, it broke after one use.",Electronics,380.58,1
"Amazing features, very useful.",Electronics,84.23,1
"Excellent product, highly recommend!",Home Appliances,29.09,1
"Excellent product, highly recommend!",Sports Equipment,180.2,4
"Quality is good, but overpriced.",Sports Equipment,89.48,5
"Amazing features, very useful.",Toys,288.19,2
"Could be better, not very durable.",Electronics,351.53,3
Fantastic! Will buy again.,Electronics,260.42,2
"Works as expected, decent value.",Electronics,209.44,3
"Excellent product, highly recommend!",Electronics,422.76,2
"Quality is good, but overpriced.",Toys,84.0,1
"Could be better, not very durable.",Home Appliances,391.44,4
"Satisfied with the purchase, value for money.",Sports Equipment,259.55,1
"Amazing features, very useful.",Office Supplies,205.18,3
"Works as expected, decent value.",Sports Equipment,343.6,5
"Amazing features, very useful.",Office Supplies,13.98,4
"Satisfied with the purchase, value for money.",Sports Equipment,91.21,4
Fantastic! Will buy again.,Office Supplies,447.11,1
"Terrible quality, not worth the price.",Toys,425.22,1
"Amazing features, very useful.",Home Appliances,342.48,5
"Good for the price, meets expectations.",Office Supplies,236.59,1
"Excellent product, highly recommend!",Home Appliances,109.86,3
"Satisfied with the purchase, value for money.",Home Appliances,115.54,3
"Quality is good, but overpriced.",Toys,495.99,4
"Satisfied with the purchase, value for money.",Electronics,193.17,5
"Excellent product, highly recommend!",Electronics,151.18,4
"Excellent product, highly recommend!",Home Appliances,185.64,2
"Very disappointed, it broke after one use.",Toys,57.75,5
"Good for the price, meets expectations.",Toys,240.74,1
"Amazing features, very useful.",Sports Equipment,203.4,4
Fantastic! Will buy again.,Toys,319.6,5
"Good for the price, meets expectations.",Office Supplies,130.58,1
"Quality is good, but overpriced.",Home Appliances,429.85,1
"Excellent product, highly recommend!",Home Appliances,318.53,1
"Very disappointed, it broke after one use.",Electronics,175.1,1
"Good for the price, meets expectations.",Home Appliances,153.99,5
"Excellent product, highly recommend!",Electronics,182.84,3
"Works as expected, decent value.",Home Appliances,239.8,1
"Good for the price, meets expectations.",Home Appliances,182.79,5
"Terrible quality, not worth the price.",Electronics,446.4,5
"Good for the price, meets expectations.",Toys,192.05,3
"Works as expected, decent value.",Sports Equipment,306.75,3
Fantastic! Will buy again.,Toys,16.54,3
"Amazing features, very useful.",Office Supplies,412.5,1
"Works as expected, decent value.",Home Appliances,40.34,3
"Quality is good, but overpriced.",Electronics,174.12,2
"Good for the price, meets expectations.",Home Appliances,130.34,1
"Satisfied with the purchase, value for money.",Office Supplies,484.45,4
"Terrible quality, not worth the price.",Office Supplies,277.61,5
"Satisfied with the purchase, value for money.",Electronics,323.02,4
"Works as expected, decent value.",Toys,310.36,4
Fantastic! Will buy again.,Toys,257.33,4
"Quality is good, but overpriced.",Home Appliances,278.45,4
"Quality is good, but overpriced.",Sports Equipment,189.3,3
Fantastic! Will buy again.,Office Supplies,235.69,4
Fantastic! Will buy again.,Sports Equipment,28.15,5
"Terrible quality, not worth the price.",Sports Equipment,429.08,1
"Very disappointed, it broke after one use.",Sports Equipment,72.05,4
"Satisfied with the purchase, value for money.",Toys,15.27,1
"Works as expected, decent value.",Sports Equipment,383.55,1
"Terrible quality, not worth the price.",Toys,316.33,2
Fantastic! Will buy again.,Sports Equipment,445.46,4
"Terrible quality, not worth the price.",Sports Equipment,363.11,4
"Satisfied with the purchase, value for money.",Toys,410.46,2
"Could be better, not very durable.",Office Supplies,398.66,1
"Excellent product, highly recommend!",Electronics,293.53,2
"Very disappointed, it broke after one use.",Office Supplies,119.29,2
"Very disappointed, it broke after one use.",Office Supplies,399.44,5
"Satisfied with the purchase, value for money.",Office Supplies,181.89,4
"Terrible quality, not worth the price.",Office Supplies,133.0,2
"Could be better, not very durable.",Home Appliances,281.17,5
"Quality is good, but overpriced.",Office Supplies,271.58,5
"Good for the price, meets expectations.",Toys,61.42,3
"Terrible quality, not worth the price.",Office Supplies,446.87,5
"Very disappointed, it broke after one use.",Office Supplies,478.25,2
"Quality is good, but overpriced.",Toys,109.78,2
Fantastic! Will buy again.,Electronics,466.01,5
"Terrible quality, not worth the price.",Toys,329.12,3
Fantastic! Will buy again.,Toys,497.4,2
"Works as expected, decent value.",Sports Equipment,407.72,4
"Excellent product, highly recommend!",Office Supplies,210.64,1
"Terrible quality, not worth the price.",Toys,159.41,1
"Very disappointed, it broke after one use.",Home Appliances,362.66,3
Fantastic! Will buy again.,Home Appliances,441.07,3
"Quality is good, but overpriced.",Home Appliances,212.91,3
"Excellent product, highly recommend!",Toys,487.26,2
"Satisfied with the purchase, value for money.",Sports Equipment,389.66,5
Fantastic! Will buy again.,Home Appliances,400.02,3
"Terrible quality, not worth the price.",Toys,431.68,2
"Quality is good, but overpriced.",Office Supplies,107.96,2
"Very disappointed, it broke after one use.",Sports Equipment,15.22,1
"Satisfied with the purchase, value for money.",Office Supplies,234.51,2
"Very disappointed, it broke after one use.",Home Appliances,244.9,3
Fantastic! Will buy again.,Electronics,403.0,2
"Works as expected, decent value.",Toys,190.94,4
"Quality is good, but overpriced.",Home Appliances,465.68,1
"Could be better, not very durable.",Sports Equipment,214.76,5
"Satisfied with the purchase, value for money.",Sports Equipment,325.8,3
"Works as expected, decent value.",Toys,375.81,5
"Quality is good, but overpriced.",Home Appliances,305.02,5
"Quality is good, but overpriced.",Electronics,169.3,3
"Excellent product, highly recommend!",Office Supplies,461.86,2
"Quality is good, but overpriced.",Toys,446.51,2
"Could be better, not very durable.",Home Appliances,299.23,4
"Terrible quality, not worth the price.",Sports Equipment,439.2,4
"Quality is good, but overpriced.",Electronics,402.8,4
"Works as expected, decent value.",Electronics,163.74,1
"Good for the price, meets expectations.",Electronics,426.85,3
"Amazing features, very useful.",Electronics,478.15,5
"Amazing features, very useful.",Electronics,91.68,5
"Amazing features, very useful.",Toys,130.37,1
Fantastic! Will buy again.,Home Appliances,58.59,5
"Could be better, not very durable.",Toys,96.09,2
Fantastic! Will buy again.,Office Supplies,114.74,5
"Could be better, not very durable.",Office Supplies,284.85,1
"Excellent product, highly recommend!",Sports Equipment,488.29,2
"Could be better, not very durable.",Toys,64.31,1
"Terrible quality, not worth the price.",Toys,450.35,3
"Excellent product, highly recommend!",Toys,168.51,1
"Quality is good, but overpriced.",Electronics,403.45,2
"Very disappointed, it broke after one use.",Electronics,29.59,1
"Amazing features, very useful.",Home Appliances,138.89,2
"Amazing features, very useful.",Sports Equipment,50.84,1
"Amazing features, very useful.",Home Appliances,34.88,3
"Works as expected, decent value.",Electronics,380.3,1
"Excellent product, highly recommend!",Home Appliances,80.63,2
"Works as expected, decent value.",Electronics,350.18,3
"Excellent product, highly recommend!",Home Appliances,203.07,3
"Quality is good, but overpriced.",Toys,361.7,3
"Could be better, not very durable.",Sports Equipment,438.69,1
Fantastic! Will buy again.,Office Supplies,242.94,1
Fantastic! Will buy again.,Home Appliances,140.57,4
"Excellent product, highly recommend!",Sports Equipment,16.09,2
"Very disappointed, it broke after one use.",Sports Equipment,388.73,2
"Amazing features, very useful.",Home Appliances,402.25,3
Fantastic! Will buy again.,Sports Equipment,471.36,4
Fantastic! Will buy again.,Toys,404.7,5
"Terrible quality, not worth the price.",Toys,323.96,3
"Excellent product, highly recommend!",Home Appliances,443.8,4
"Good for the price, meets expectations.",Toys,432.63,1
"Terrible quality, not worth the price.",Sports Equipment,113.2,5
"Could be better, not very durable.",Electronics,322.98,2
"Satisfied with the purchase, value for money.",Electronics,194.96,3
"Quality is good, but overpriced.",Electronics,292.17,4
"Very disappointed, it broke after one use.",Electronics,279.28,5
"Quality is good, but overpriced.",Sports Equipment,422.49,5
"Very disappointed, it broke after one use.",Toys,488.35,2
"Amazing features, very useful.",Sports Equipment,72.43,4
"Satisfied with the purchase, value for money.",Office Supplies,183.1,5
Fantastic! Will buy again.,Home Appliances,164.86,4
"Very disappointed, it broke after one use.",Electronics,73.25,5
"Very disappointed, it broke after one use.",Office Supplies,445.54,4
"Very disappointed, it broke after one use.",Home Appliances,295.47,2
"Works as expected, decent value.",Home Appliances,201.01,4
"Very disappointed, it broke after one use.",Home Appliances,381.22,1
"Amazing features, very useful.",Electronics,469.23,4
"Satisfied with the purchase, value for money.",Toys,65.42,5
"Quality is good, but overpriced.",Electronics,180.87,2
"Quality is good, but overpriced.",Electronics,83.68,5
"Amazing features, very useful.",Sports Equipment,90.15,5
Fantastic! Will buy again.,Toys,51.04,2
"Quality is good, but overpriced.",Toys,402.04,1
"Satisfied with the purchase, value for money.",Sports Equipment,11.4,4
"Good for the price, meets expectations.",Sports Equipment,389.77,4
"Satisfied with the purchase, value for money.",Home Appliances,85.52,2
"Excellent product, highly recommend!",Toys,346.96,4
"Satisfied with the purchase, value for money.",Sports Equipment,449.4,4
"Quality is good, but overpriced.",Electronics,141.56,1
"Terrible quality, not worth the price.",Electronics,396.51,4
"Good for the price, meets expectations.",Office Supplies,434.9,2
"Very disappointed, it broke after one use.",Toys,233.09,3
"Good for the price, meets expectations.",Electronics,87.17,5
"Good for the price, meets expectations.",Toys,432.15,1
"Good for the price, meets expectations.",Electronics,393.98,2
"Excellent product, highly recommend!",Office Supplies,361.14,4
"Works as expected, decent value.",Home Appliances,418.02,1
"Quality is good, but overpriced.",Electronics,103.76,5
"Satisfied with the purchase, value for money.",Office Supplies,168.94,3
"Amazing features, very useful.",Toys,71.83,4
Fantastic! Will buy again.,Electronics,25.37,2
"Works as expected, decent value.",Electronics,174.09,4
"Good for the price, meets expectations.",Toys,199.9,3
"Could be better, not very durable.",Electronics,407.68,5
"Excellent product, highly recommend!",Home Appliances,383.78,5
"Amazing features, very useful.",Home Appliances,319.55,5
"Works as expected, decent value.",Home Appliances,275.12,5
"Terrible quality, not worth the price.",Sports Equipment,81.16,4
"Works as expected, decent value.",Toys,342.13,1
"Works as expected, decent value.",Office Supplies,318.81,2
"Terrible quality, not worth the price.",Electronics,150.23,5
"Good for the price, meets expectations.",Sports Equipment,397.18,4
"Works as expected, decent value.",Sports Equipment,486.72,3
"Terrible quality, not worth the price.",Sports Equipment,173.92,5
"Very disappointed, it broke after one use.",Office Supplies,176.7,2
"Works as expected, decent value.",Office Supplies,392.79,2
"Could be better, not very durable.",Office Supplies,126.38,3
"Quality is good, but overpriced.",Electronics,427.0,3
"Excellent product, highly recommend!",Home Appliances,62.95,5
"Excellent product, highly recommend!",Office Supplies,82.84,3
"Satisfied with the purchase, value for money.",Office Supplies,495.22,5
"Very disappointed, it broke after one use.",Sports Equipment,483.29,4
Fantastic! Will buy again.,Electronics,491.66,3
"Satisfied with the purchase, value for money.",Electronics,456.36,5
"Quality is good, but overpriced.",Sports Equipment,279.48,4
"Excellent product, highly recommend!",Toys,51.54,5
"Satisfied with the purchase, value for money.",Sports Equipment,108.79,4
"Quality is good, but overpriced.",Toys,91.44,1
Fantastic! Will buy again.,Toys,393.66,2
Fantastic! Will buy again.,Sports Equipment,467.43,3
"Works as expected, decent value.",Toys,409.45,3
"Terrible quality, not worth the price.",Electronics,450.95,4
"Very disappointed, it broke after one use.",Office Supplies,271.38,5
"Very disappointed, it broke after one use.",Electronics,53.52,4
"Good for the price, meets expectations.",Toys,260.15,1
"Quality is good, but overpriced.",Toys,44.62,4
"Very disappointed, it broke after one use.",Toys,87.5,1
Fantastic! Will buy again.,Toys,115.33,1
"Quality is good, but overpriced.",Office Supplies,100.65,1
"Quality is good, but overpriced.",Office Supplies,340.36,1
Fantastic! Will buy again.,Electronics,408.96,2
Fantastic! Will buy again.,Home Appliances,231.27,5
"Could be better, not very durable.",Toys,191.57,5
Fantastic! Will buy again.,Home Appliances,426.74,5
"Satisfied with the purchase, value for money.",Office Supplies,263.0,4
Fantastic! Will buy again.,Sports Equipment,79.73,3
"Good for the price, meets expectations.",Office Supplies,354.85,4
"Quality is good, but overpriced.",Home Appliances,136.35,3
"Good for the price, meets expectations.",Office Supplies,479.82,3
"Could be better, not very durable.",Electronics,83.86,2
Fantastic! Will buy again.,Home Appliances,141.91,3
"Works as expected, decent value.",Home Appliances,364.27,3
"Could be better, not very durable.",Electronics,170.93,1
"Works as expected, decent value.",Sports Equipment,378.66,5
"Terrible quality, not worth the price.",Toys,477.42,2
"Amazing features, very useful.",Sports Equipment,239.58,1
"Amazing features, very useful.",Electronics,498.88,3
"Good for the price, meets expectations.",Toys,285.29,3
"Terrible quality, not worth the price.",Office Supplies,242.69,2
"Very disappointed, it broke after one use.",Office Supplies,285.84,1
"Good for the price, meets expectations.",Home Appliances,353.53,4
"Quality is good, but overpriced.",Sports Equipment,129.61,2
"Very disappointed, it broke after one use.",Office Supplies,186.84,2
"Could be better, not very durable.",Toys,408.2,5
Fantastic! Will buy again.,Office Supplies,227.25,2
Fantastic! Will buy again.,Office Supplies,416.75,2
"Terrible quality, not worth the price.",Electronics,283.85,3
"Quality is good, but overpriced.",Toys,268.21,5
"Could be better, not very durable.",Home Appliances,349.97,2
"Very disappointed, it broke after one use.",Electronics,435.67,2
"Could be better, not very durable.",Toys,489.78,2
"Satisfied with the purchase, value for money.",Electronics,61.1,5
"Works as expected, decent value.",Sports Equipment,288.02,3
"Excellent product, highly recommend!",Sports Equipment,268.55,1
"Amazing features, very useful.",Toys,125.07,1
"Good for the price, meets expectations.",Home Appliances,216.47,1
Fantastic! Will buy again.,Sports Equipment,224.62,3
"Amazing features, very useful.",Sports Equipment,456.22,1
"Terrible quality, not worth the price.",Toys,252.33,5
"Good for the price, meets expectations.",Electronics,350.41,3
"Works as expected, decent value.",Electronics,397.89,3
"Works as expected, decent value.",Office Supplies,196.22,2
"Very disappointed, it broke after one use.",Electronics,382.37,2
"Amazing features, very useful.",Electronics,70.15,2
"Good for the price, meets expectations.",Electronics,230.18,2
"Excellent product, highly recommend!",Electronics,467.71,1
"Could be better, not very durable.",Office Supplies,174.68,2
"Amazing features, very useful.",Toys,276.61,3
"Quality is good, but overpriced.",Sports Equipment,83.31,3
"Terrible quality, not worth the price.",Sports Equipment,405.74,5
"Very disappointed, it broke after one use.",Home Appliances,84.61,3
"Could be better, not very durable.",Electronics,76.45,5
"Satisfied with the purchase, value for money.",Sports Equipment,110.0,1
"Terrible quality, not worth the price.",Home Appliances,270.32,5
"Works as expected, decent value.",Home Appliances,385.24,4
"Terrible quality, not worth the price.",Electronics,56.39,5
Fantastic! Will buy again.,Home Appliances,209.13,4
"Could be better, not very durable.",Office Supplies,253.79,3
"Amazing features, very useful.",Sports Equipment,283.31,5
"Satisfied with the purchase, value for money.",Toys,287.02,5
"Amazing features, very useful.",Electronics,386.26,2
"Could be better, not very durable.",Toys,295.73,2
"Good for the price, meets expectations.",Home Appliances,196.43,5
Fantastic! Will buy again.,Home Appliances,225.77,2
"Good for the price, meets expectations.",Sports Equipment,163.42,2
"Very disappointed, it broke after one use.",Toys,330.2,3
"Amazing features, very useful.",Home Appliances,354.49,1
"Terrible quality, not worth the price.",Toys,254.72,3
"Satisfied with the purchase, value for money.",Office Supplies,397.67,2
"Terrible quality, not worth the price.",Office Supplies,164.3,3
"Satisfied with the purchase, value for money.",Electronics,102.32,4
Fantastic! Will buy again.,Sports Equipment,479.0,5
"Satisfied with the purchase, value for money.",Sports Equipment,412.97,1
"Excellent product, highly recommend!",Toys,242.3,4
"Very disappointed, it broke after one use.",Office Supplies,155.38,3
"Works as expected, decent value.",Home Appliances,57.63,5
